Feature ID	Taxon	Confidence
003517389fa37cba3bd9b87a240564c9	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Shewanellaceae;D_5__Ferrimonas	1.000
00360e9b675235e3ba5f1e6cf402cd73	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__SC-I-84	1.000
003aaf71a555dd9c7b0b6d9522f858e3	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__uncultured marine microorganism	0.990
003d9ff239248fa9a08e9e07be6cb1ea	D_0__Bacteria;D_1__Chloroflexi;D_2__TK10;D_3__uncultured Chloroflexus sp.;D_4__uncultured Chloroflexus sp.;D_5__uncultured Chloroflexus sp.;D_6__uncultured Chloroflexus sp.	0.890
0045c30fabbc5cfe3cb136cfb8dc2229	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	1.000
004769a3650b5575da29d2bb911649cc	D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__A4b;D_5__uncultured bacterium;D_6__uncultured bacterium	0.840
004e2da01de8d6fff13813e667878929	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.900
0059afad68fed899a7dd5da3af5a60ff	D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci;D_3__Deinococcales;D_4__Trueperaceae;D_5__Truepera	1.000
0059d7e21975c84931ddf7dd797df114	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1.000
00619b956de54a7c35d457cec31f5cf8	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	1.000
0063ec85aee0e773aeac795e0140aa63	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus	0.870
006cb5f2aeb8c2a30bbdd0ece5c3f0bb	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Prolixibacteraceae;D_5__Draconibacterium;D_6__uncultured bacterium	0.960
006d89daf8def59d2f8439a6701fdc0b	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6	1.000
0071e3a7018acbb96f3a73be20821daf	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured	0.910
007263651df1f5c7a57ab1b0c4d0e4b2	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Ulvibacter;Ambiguous_taxa	0.860
007274316ea927f5026963263c7e3dd1	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Tannerellaceae;D_5__Parabacteroides;D_6__uncultured Bacteroidetes bacterium	0.960
0077b1c328d7c6d76713c77105393caf	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family;D_5__Marinicella;D_6__uncultured bacterium	0.910
007ec2243f43ea55d6a134484b308105	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Pseudomonadaceae;D_5__Pseudomonas	1.000
0081cbaa078a4ac1a8799dac46dd6c55	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Bradyrhizobium	0.990
0085c5497ef215f11e60574b874b26f2	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae	1.000
008b3e709ef13674e7d701474445fc5a	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__AKYG587;D_6__uncultured bacterium	0.950
008d5bee19362d66144dcdc231b5b294	D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__Gemmatimonas	0.990
00954a565bbe40dfb6050debbd3c0c73	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Terasakiellaceae;D_5__Terasakiella;D_6__uncultured bacterium	0.870
00968c8996f75d446f2c60bee6c9843d	D_0__Bacteria	1.000
009d97bdde74e3fe8bdea36184324a1f	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__Tunicatimonas;D_6__Tunicatimonas pelagia	0.840
009ecaed0fd2372717dcabf315d13304	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria	0.820
009f8e72ce4e542f3069e18bee39de7b	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Blastopirellula	1.000
00a100262fa7b69355c57840a9fd22b8	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Sulfurovaceae;D_5__Sulfurovum;Ambiguous_taxa	0.970
00a27b64c7f7e74b40cb12581ce6956a	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Lewinella;D_6__uncultured Bacteroidetes bacterium	0.870
00a6dc2f308312c8132d0e708391432f	D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__JGI 0000069-P22	1.000
00a84ea9799e6e7e09f2d3f8398d49c9	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales	0.980
00a874a97c4cc49bb80a54272958869f	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae	0.830
00a96fbd0ac34bfd245f9c24f8737f7d	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Blautia	0.950
00ae9f97a54eb67d4502c61bb216b050	D_0__Bacteria	1.000
00b3b6762f00a458158cd2e1eca7e614	D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria	1.000
00b4fb2f2e1cb9aae397fdc58f5d4100	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XI;D_5__Anaerococcus	1.000
00b52d615a368189520f8822e9910adb	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Coxiellales;D_4__Coxiellaceae;D_5__Coxiella;D_6__uncultured Legionella sp.	0.980
00b6164daf709c631de24449efb42329	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__Micavibrionaceae;D_5__uncultured;D_6__uncultured bacterium	1.000
00b6bededacfcd4beea32543756346d2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.890
00bce3089aa2589763c7ece522044976	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	1.000
00bf829106ef027f27c43d090d1bf8eb	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__Micavibrionaceae;D_5__uncultured	1.000
00c23983551259e90eb91e8750854dce	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfovibrionales;D_4__Desulfovibrionaceae;D_5__Desulfovibrio	1.000
00c857b80336dfe819155d45d792edaa	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B)	0.990
00c85c30516b34d3cd8931cc30802ec4	D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Tepidisphaerales;D_4__WD2101 soil group;D_5__uncultured bacterium;D_6__uncultured bacterium	0.950
00c905253e84aab5042613bcc22d568c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Caenimonas	0.940
00cb75e7469e544bf5e0bea5e32dacca	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae	0.940
00cec7bbe718bdc2340123b56977c92c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia;D_3__Balneolales;D_4__Balneolaceae;D_5__uncultured;D_6__Aliifodinibius sp. HME9836	1.000
00d2b2c94bce86bc92a8ec8ac8036e43	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Xanthomonadales;D_4__Xanthomonadaceae;D_5__Lysobacter;Ambiguous_taxa	0.930
00d2f4d84730022f6b5d5eebc7276d66	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria	1.000
00d3c0262d6b4d228988d2a034ec7ae7	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Steroidobacteraceae;D_5__Steroidobacter	1.000
00d8ba5416500b1d078b871c6ec14aed	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Xenococcaceae;D_5__Pleurocapsa PCC-7319	1.000
00d915df82423cb60a1f5920c8c77c0f	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Flavicella;D_6__uncultured bacterium	1.000
00dd30f68cdd690b497aef1f0afbbf92	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Hymenobacteraceae;D_5__Nibribacter;D_6__uncultured bacterium	0.960
00dd90013d0b5175dcce90c89b31019d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria	1.000
00dfca212fc9d36de28bdc65e7d666ca	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae	1.000
00e15305753b35375efe7f42d42a8f3c	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__uncultured	0.940
00e72022626821a9d44e6f681a34a894	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Berkeleya fennica;D_6__Berkeleya fennica	0.980
00e9cd22941ea1d830c125de13c75535	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Methylophilaceae;D_5__OM43 clade;Ambiguous_taxa	0.930
00ed2c2d1dc0f94d455d2d3a5d47572f	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales	1.000
00f22fe0aa7d9b976a6a884f493a1b75	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Pseudorhodoplanes;D_6__uncultured bacterium	0.950
00f269b89bccac7958b5929d4500c420	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Wenyingzhuangia;Ambiguous_taxa	0.800
00f3589a02e27571d67ca4d58c30a58c	D_0__Bacteria;D_1__Proteobacteria	0.830
00f3fc89a4e698fb641b2837b4992185	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus	1.000
00fc79fd17b9589e5e9a9adf7ff09344	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Ulvibacter	0.970
00fd904985c269a8c7d4f426d2a0c2ab	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae	1.000
010393d66050d68bf2563392793c2204	D_0__Bacteria	1.000
0103d04bc8670664e36e3edbd45cf729	D_0__Bacteria	1.000
01097e9a55f41fa7f199706037a2f95d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria;D_5__Fusarium mangiferae;D_6__Fusarium mangiferae	1.000
010c47bf2cd3372166fa6e174342c103	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__uncultured	0.880
010c4b4be1bf0d9df608a36e43c6f109	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Saccharospirillaceae;D_5__Litoribacillus;Ambiguous_taxa	1.000
010e5830b12c72b844df6c05e79e8357	D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae;D_3__Kiritimatiellales;D_4__Kiritimatiellaceae;D_5__MSBL3;D_6__uncultured bacterium	1.000
0117f384b06c2cc2810ce46cac8386fb	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Rubritalea;D_6__uncultured bacterium	0.990
011e050ca815e3111b11c34094b78a0a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Nitrosomonadaceae;D_5__MND1	1.000
0120f7bef14ccd91079bc1b58bb91944	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Saccharospirillaceae;D_5__Reinekea	0.990
01222b3b0b9ac84e520abb4dddd07a25	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Chromatiales;D_4__Chromatiaceae;D_5__Candidatus Thiobios;D_6__uncultured gamma proteobacterium	1.000
012404fdadfbaf107b90c21b6011a121	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Formosa;Ambiguous_taxa	0.910
01288e6d6a08c8b170c4bbeee432554f	D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1;D_3__Candidatus Uhrbacteria	0.990
012da0c54e4c1d5b5856aaf11d644def	D_0__Bacteria;D_1__Bacteroidetes;D_2__Rhodothermia;D_3__Balneolales;D_4__Balneolaceae;D_5__Balneola;D_6__uncultured Chitinophagaceae bacterium	0.940
0130121ed6aa75e5603fc43d850f0b26	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Rubritalea	0.960
01316a0d56f56de1f915ed6891e77b75	D_0__Archaea;D_1__Nanoarchaeaeota;D_2__Woesearchaeia;D_3__uncultured crenarchaeote;D_4__uncultured crenarchaeote;D_5__uncultured crenarchaeote;D_6__uncultured crenarchaeote	0.950
0133b9eb95cac6d4b72d6657d0474d3d	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	1.000
013470a75bd280cc7b6289cafdcbbfb8	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__uncultured	0.870
013a7f6b143b5a387017b817298d0697	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__uncultured	0.990
0140c5bc6a9c385da283ede28937ad06	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	1.000
0141132e260fe701939a23ad3a6346f1	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodovibrionales	0.960
0145a0b51f1f7a4f97af447d8eeb9ddf	D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Propionibacteriales;D_4__Nocardioidaceae;D_5__Kribbella;Ambiguous_taxa	0.950
01487c30cce81a4d51bf50bc0a4a4d9c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Portibacter	0.950
014a6df9d0ffdbf2f69aaf9909ffbd7c	D_0__Bacteria;D_1__Chlamydiae;D_2__Chlamydiae;D_3__Chlamydiales	0.990
014b88a3e8731fdb4bb32ab88f5699d1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae	1.000
014ff6454911e236ff121d5654457d38	D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1;D_3__Candidatus Kuenenbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.880
014ff6f768872f0473d3f8caa63443c6	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	1.000
01513707b6a11fba81146ec1c10467b1	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__Chitinophaga	0.990
015290e6997a83ea28c4a559f4f2a687	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas	0.980
01538aae3ad7fcefcd5da092cbfed91d	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Isosphaerales;D_4__Isosphaeraceae	1.000
0157ffd6a498ea716324cb46d245be14	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.990
0158a8cf0665ebf084d27a0c4d6c7916	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__KI89A clade;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.900
01595704971e1876d41522426eba8383	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Oligoflexales;D_4__Oligoflexaceae;D_5__uncultured	0.980
015c1438099409578ad6ad054f46ff18	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.960
015de9dc6907c40c84b5aa605c28f7ff	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__Odoribacter	0.960
015e605875c0499bb1d80a707faf2e0d	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Mitochondria	0.990
0162e6d6d052fdf1e69ff6e467932261	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	1.000
016392130c70b9df569da02b6053b24f	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__uncultured	0.880
0163cbff81811e29f897bfa7a95e5be0	D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Staphylococcaceae;D_5__Staphylococcus	1.000
01668478441bd9b44e5c49017b09662b	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.980
0167bcc29a5abddc57aae216baeff941	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae;D_5__Thalassotalea;Ambiguous_taxa	0.970
0169f55fa1bff7c3fd74874c85c5ed34	D_0__Bacteria;D_1__Kiritimatiellaeota;D_2__Kiritimatiellae;D_3__WCHB1-41;D_4__uncultured organism;D_5__uncultured organism;D_6__uncultured organism	0.960
016fe9197af2d60ea3b68ab78aec91d5	D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6	1.000
017429b8c76b128fc410415845877e58	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pir4 lineage	1.000
01762127005c1800b3db6cec0a9dd721	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Arenicellales;D_4__Arenicellaceae	1.000
0177de13876af8c8d54bfd265f5cc8b3	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Lewinella;D_6__uncultured bacterium	0.850
017831cd158a4097b5c4e1ad29bdcee9	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Caulobacter	0.990
01784452cef9e81e1814fb6423bd2acb	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae;D_5__Ohtaekwangia;D_6__metagenome	0.930
01812f84463af187379e5e067188d5b0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	1.000
018337a71a5cab23f4fbdf0db3931134	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae	1.000
01870f2c35c028ae92c2dad5af475b2c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured	0.970
018c8f0c94ef1934a34a7216211c665a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Steroidobacterales;D_4__Steroidobacteraceae;D_5__uncultured	1.000
0191cc3c16a5335bc631f2a1406d5487	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Microscillaceae	1.000
0191d52f74e2941c3721fd6889feed3b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter;D_6__Acinetobacter lwoffii	0.980
019245104ed4e1a751a760748c8a5205	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	1.000
0192bc6d15e0037b9d07e84f8deb287e	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Enterobacteriales;D_4__Enterobacteriaceae	1.000
0193080b9e418ceb293dc6f88957c245	D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria	0.810
0193ef6909dc168c44cbfba4aff87b8f	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	1.000
